5.188486	5.000000
4.341557	4.907500
4.903574	4.830000
4.789320	4.767500
4.675864	4.720000
5.116236	4.687500
4.294428	4.670000
4.967388	4.667500
4.797648	4.680000
4.769088	4.707500
4.927868	4.750000
4.918002	4.807500
4.997481	4.880000
4.819686	4.967500
5.389879	5.070000
5.385058	5.187500
5.603303	5.320000
5.725596	5.467500
5.575849	5.630000
6.219064	5.807500
6.352663	6.000000
6.340727	6.207500
6.462936	6.430000
6.411958	6.667500
7.003581	6.920000
7.272844	7.187500
7.012762	7.470000
7.851199	7.767500
7.979754	8.080000
8.435859	8.407500
9.031030	8.750000
9.307599	9.107500
9.418868	9.480000
10.299385	9.867500
10.380408	10.270000
11.214978	10.687500
11.547969	11.120000
11.407721	11.567500
12.031563	12.030000
12.623809	12.507500
12.956218	13.000000
13.240518	13.507500
13.588878	14.030000
14.441953	14.567500
15.010982	15.120000
15.531707	15.687500
16.409669	16.270000
16.913678	16.867500
17.250535	17.480000
17.904789	18.107500
18.944739	18.750000
19.651386	19.407500
20.448911	20.080000
20.176953	20.767500
21.630037	21.470000
21.908610	22.187500
22.801413	22.920000
23.845508	23.667500
24.304023	24.430000
25.254911	25.207500
25.767410	26.000000
26.616278	26.807500
27.724210	27.630000
28.874594	28.467500
29.441135	29.320000
30.446678	30.187500
31.470568	31.070000
31.920249	31.967500
32.638011	32.880000
33.487412	33.807500
34.668765	34.750000
35.639823	35.707500
36.354496	36.680000
37.845139	37.667500
38.225499	38.670000
39.810395	39.687500
40.867185	40.720000
41.220984	41.767500
42.745982	42.830000
44.101292	43.907500
45.132566	45.000000
45.878142	46.107500
47.343607	47.230000
48.496358	48.367500
49.616736	49.520000
50.872867	50.687500
51.269876	51.870000
52.969648	53.067500
54.266976	54.280000
55.329853	55.507500
56.501690	56.750000
58.173857	58.007500
59.502584	59.280000
60.591574	60.567500
62.161473	61.870000
63.139470	63.187500
64.458096	64.520000
66.021906	65.867500
67.441235	67.230000
69.173270	68.607500
70.013021	70.000000
71.435147	71.407500
72.479559	72.830000
74.339085	74.267500
75.810554	75.720000
76.858192	77.187500
78.292066	78.670000
80.178415	80.167500
81.813464	81.680000
83.157635	83.207500
84.750669	84.750000
86.312751	86.307500
87.181069	87.880000
89.461683	89.467500
91.108686	91.070000
92.353803	92.687500
94.635904	94.320000
95.866822	95.967500
97.654579	97.630000
99.373462	99.307500
100.827444	101.000000
103.074068	102.707500
104.534508	104.430000
105.962224	106.167500
107.990589	107.920000
109.680715	109.687500
112.116718	111.470000
113.177666	113.267500
114.896089	115.080000
116.420498	116.907500
118.756074	118.750000
120.682198	120.607500
122.455278	122.480000
124.086123	124.367500
125.929250	126.270000
128.259196	128.187500
130.204816	130.120000
132.346802	132.067500
133.654499	134.030000
135.803226	136.007500
138.117949	138.000000
140.491510	140.007500
141.571527	142.030000
144.396278	144.067500
146.149818	146.120000
148.028628	148.187500
150.362788	150.270000
152.657036	152.367500
154.645250	154.480000
156.568708	156.607500
158.793056	158.750000
160.776140	160.907500
162.876922	163.080000
165.219108	165.267500
167.499240	167.470000
169.452533	169.687500
172.550020	171.920000
174.514732	174.167500
176.482313	176.430000
178.689518	178.707500
181.068586	181.000000
182.980785	183.307500
185.759629	185.630000
188.260108	187.967500
190.225858	190.320000
192.512463	192.687500
194.452370	195.070000
197.003792	197.467500
199.991578	199.880000
201.955695	202.307500
204.606490	204.750000
207.252604	207.207500
209.443692	209.680000
211.986088	212.167500
214.833292	214.670000
216.878547	217.187500
219.959415	219.720000
222.446328	222.267500
224.822990	224.830000
227.401351	227.407500
230.042721	230.000000
232.591168	232.607500
234.889242	235.230000
237.993982	237.867500
241.057584	240.520000
243.345050	243.187500
245.764888	245.870000
248.500573	248.567500
251.643413	251.280000
253.938068	254.007500
257.120513	256.750000
259.505334	259.507500
262.350611	262.280000
265.123513	265.067500
267.919636	267.870000
270.340868	270.687500
273.206642	273.520000
276.566336	276.367500
279.086382	279.230000
282.209998	282.107500
